step,loss,l_attack,l_perc,l_ssim,l_temp,lr,val_mean_jf_clean,val_mean_jf_adv,val_delta_jf
2280,0.16026301681995392,0.16026301681995392,0.0,0.0,0.0,6.120056308080987e-05,,,
2290,0.2662098705768585,0.2662098705768585,0.0,0.0,0.0,6.0920396159153895e-05,,,
2300,0.21335408091545105,0.21335408091545105,0.0,0.0,0.0,6.063999551039487e-05,,,
2310,0.5816219449043274,0.5816219449043274,0.0,0.0,0.0,6.0359372204270296e-05,,,
2320,0.09426780045032501,0.09426780045032501,0.0,0.0,0.0,6.0078537319307825e-05,,,
2330,0.6776854395866394,0.6776854395866394,0.0,0.0,0.0,5.979750194238783e-05,,,
2340,0.2955232858657837,0.2955232858657837,0.0,0.0,0.0,5.95162771683058e-05,,,
2350,0.08262378722429276,0.08262378722429276,0.0,0.0,0.0,5.923487409933428e-05,,,
2360,0.17154209315776825,0.17154209315776825,0.0,0.0,0.0,5.8953303844784554e-05,,,
2370,0.13231299817562103,0.13231299817562103,0.0,0.0,0.0,5.8671577520568214e-05,,,
2380,0.31873446702957153,0.31873446702957153,0.0,0.0,0.0,5.838970624875809e-05,,,
2390,0.14200492203235626,0.14200492203235626,0.0,0.0,0.0,5.8107701157149374e-05,,,
2400,0.02161359041929245,0.02161359041929245,0.0,0.0,0.0,5.782557337882021e-05,,,
2410,0.44471561908721924,0.44471561908721924,0.0,0.0,0.0,5.754333405169221e-05,,,
2420,0.16158880293369293,0.16158880293369293,0.0,0.0,0.0,5.726099431809072e-05,,,
2430,0.3048475682735443,0.3048475682735443,0.0,0.0,0.0,5.6978565324305e-05,,,
2440,0.11140461266040802,0.11140461266040802,0.0,0.0,0.0,5.6696058220148104e-05,,,
2450,0.5971262454986572,0.5971262454986572,0.0,0.0,0.0,5.641348415851681e-05,,,
2460,0.3769548833370209,0.3739231526851654,0.0,0.006063478067517281,0.0,5.613085429495123e-05,,,
2470,0.5063361525535583,0.5063361525535583,0.0,0.0,0.0,5.58481797871944e-05,,,
2480,0.038165830075740814,0.038165830075740814,0.0,0.0,0.0,5.5565471794751894e-05,,,
2490,0.048203594982624054,0.048203594982624054,0.0,0.0,0.0,5.5282741478451165e-05,,,
2500,0.027602871879935265,0.027602871879935265,0.0,0.0,0.0,5.500000000000099e-05,,,
2510,0.26894882321357727,0.26894882321357727,0.0,0.0,0.0,5.4717258521550824e-05,,,
2520,0.08376053720712662,0.08376053720712662,0.0,0.0,0.0,5.44345282052501e-05,,,
2530,0.3197978734970093,0.3197978734970093,0.0,0.0,0.0,5.4151820212807596e-05,,,
2540,0.042960505932569504,0.042960505932569504,0.0,0.0,0.0,5.386914570505076e-05,,,
2550,0.40202075242996216,0.40202075242996216,0.0,0.0,0.0,5.3586515841485166e-05,,,
2560,0.29479849338531494,0.29479849338531494,0.0,0.0,0.0,5.330394177985388e-05,,,
2570,0.01860816590487957,0.01860816590487957,0.0,0.0,0.0,5.302143467569702e-05,,,
2580,0.0633481964468956,0.0633481964468956,0.0,0.0,0.0,5.273900568191129e-05,,,
2590,0.0222917627543211,0.0222917627543211,0.0,0.0,0.0,5.245666594830982e-05,,,
2600,0.2513863742351532,0.2513863742351532,0.0,0.0,0.0,5.217442662118182e-05,,,
2610,0.02977724000811577,0.02977724000811577,0.0,0.0,0.0,5.189229884285265e-05,,,
2620,0.08447188138961792,0.08447188138961792,0.0,0.0,0.0,5.1610293751243926e-05,,,
2630,0.5432038903236389,0.5432038903236389,0.0,0.0,0.0,5.132842247943382e-05,,,
2640,0.15904217958450317,0.15904217958450317,0.0,0.0,0.0,5.1046696155217455e-05,,,
2650,0.12449997663497925,0.12449997663497925,0.0,0.0,0.0,5.076512590066773e-05,,,
2660,0.02143803797662258,0.02143803797662258,0.0,0.0,0.0,5.0483722831696216e-05,,,
2670,0.43114399909973145,0.43114399909973145,0.0,0.0,0.0,5.020249805761418e-05,,,
2680,0.11956023424863815,0.11956023424863815,0.0,0.0,0.0,4.992146268069419e-05,,,
2690,0.023758094757795334,0.023758094757795334,0.0,0.0,0.0,4.9640627795731734e-05,,,
2700,0.44817349314689636,0.4465157389640808,0.0016577653586864471,0.0,0.0,4.936000448960717e-05,,,
2710,0.16154062747955322,0.16154062747955322,0.0,0.0,0.0,4.9079603840848155e-05,,,
2720,0.12352681905031204,0.12352681905031204,0.0,0.0,0.0,4.8799436919192156e-05,,,
2730,0.3306233584880829,0.3306233584880829,0.0,0.0,0.0,4.851951478514953e-05,,,
2740,0.03302449360489845,0.03302449360489845,0.0,0.0,0.0,4.8239848489566805e-05,,,
2750,0.017494037747383118,0.017494037747383118,0.0,0.0,0.0,4.796044907319049e-05,,,
2760,0.21870432794094086,0.21534328162670135,0.0023037195205688477,0.0021146591752767563,0.0,4.7681327566231104e-05,,,
2770,0.6368046998977661,0.6368046998977661,0.0,0.0,0.0,4.740249498792783e-05,,,
2780,0.43916141986846924,0.43916141986846924,0.0,0.0,0.0,4.7123962346113425e-05,,,
2790,0.09142085164785385,0.09142085164785385,0.0,0.0,0.0,4.684574063677965e-05,,,
2800,0.4744616746902466,0.4744616746902466,0.0,0.0,0.0,4.656784084364323e-05,,,
2810,0.24414555728435516,0.24414555728435516,0.0,0.0,0.0,4.629027393771211e-05,,,
2820,0.053811170160770416,0.053811170160770416,0.0,0.0,0.0,4.6013050876852496e-05,,,
2830,0.12239563465118408,0.12239563465118408,0.0,0.0,0.0,4.573618260535616e-05,,,
2840,0.25101372599601746,0.25101372599601746,0.0,0.0,0.0,4.5459680053508345e-05,,,
2850,0.022805511951446533,0.022805511951446533,0.0,0.0,0.0,4.518355413715639e-05,,,
2860,0.04951857030391693,0.04951857030391693,0.0,0.0,0.0,4.490781575727863e-05,,,
2870,0.02571146935224533,0.02571146935224533,0.0,0.0,0.0,4.4632475799554204e-05,,,
2880,0.3333835303783417,0.3333835303783417,0.0,0.0,0.0,4.435754513393317e-05,,,
2890,0.27332666516304016,0.27332666516304016,0.0,0.0,0.0,4.408303461420744e-05,,,
2900,0.1715857833623886,0.1715857833623886,0.0,0.0,0.0,4.3808955077582306e-05,,,
2910,0.08422382175922394,0.08422382175922394,0.0,0.0,0.0,4.353531734424857e-05,,,
2920,0.3669273257255554,0.3669273257255554,0.0,0.0,0.0,4.3262132216955375e-05,,,
